comment_id,label_pass1_x,text,label_pass1_y,label_pass2,conf_pass2
UgwwW0FPqFUnu3Z4IBB4AaABAg,Negatif,IJAZAH JOKOWI ASLI ... NO DEBAT .... ASLI ASLI ASLI ... JELAS,Negatif,Negatif,0.97
UgxCXr941JGnkn7nY_J4AaABAg,Negatif,q yakin ijaza pk jokowi asli,Negatif,Negatif,0.95
UgySJWytNUPY_3BsiLB4AaABAg,Negatif,Ijasah jokowi Asli,Negatif,Negatif,0.95
Ugw55Izp8XKjS-2kQIx4AaABAg,Negatif,"Mulutnya mat tompel ibarat Comberan...Waspada ex HTI ex FPI aktifis Khilafah......saya Yakin Ijasah Bpk Jokowi Asli...logika aja Kalo Ijasah Bpk Jokowi palsu..otomatis Pihak UGM Pasti melaporkan ke Polri dan Bpk Jokowi pasti ditangkap dan diadili...ibarat polisi dapat laporan ada uang Palsu..pasti polisi gercep menelusuri menangkap pengedar dan bahkan diusut tuntas sampai pemuat / pencetak uang palsu..
Salam Sehat Salam NKRI
♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️",Negatif,Negatif,0.9
UgyKAQ-drgQr1Q1dK5Z4AaABAg,Negatif,Pengacara Roy ini sudah gila . Sudah ada pernyataan rektor UGM bahwa Jokowi memang alumni UGM . Ijazahnya asli .,Negatif,Negatif,0.9
UgyLiZibD03CZcSqI1N4AaABAg,Negatif,Penjarakan rismon p jk. Apapun yg dibicarakan rismon bosit,Negatif,Negatif,0.75
Ugzu6z9bzqAT08JUJ6x4AaABAg,Negatif,"Benar..yg dimaksud palsu ini apakah fisik ijasahnya atau proses memperoleh ijasahnya?
Karena secara fisik sudah dinyatakan asli, dan pernyataan ini oleh instansi yg mempunyai kewenangan.
Begitu juga secara substansi memperoleh ijasahnya juga sudah dinyatakan benar ada dari pendaftaran sampai wisuda dan pernyataan ini dikeluarkan oleh UGM sendiri.
Jadi dari kedua sisi..baik secara fisik dan cara memperolehnya juga sudah di nyatakan asli dan benar.",Negatif,Negatif,0.9
UgyBBgDYA5psSwIy_2F4AaABAg,Negatif,"Ijazah asli karena ada legalisir. Yg primer untuk apa lagi, jika pihak terkait sudah menjelaskan asli",Negatif,Negatif,0.9
Ugw9cMQDkGSi3j8-CzB4AaABAg,Negatif,"KITA SEMUA SDH DI BODOH2 I OLEH ROY SURYO, KNAPA KITA HARUS TURUTI SEMUA KEMAUANNYA, KLO UGM/POLISII SDH KATAKAN IJAZAH JKW ASLI MAU APA LAGI, ...KLO MENURUTI ROY CS TTG IJAZAH JKW TDK KESUDAHANNYA TIAP SAAT BERUBAH SESUAI KEHENDAKNYA CONTOH, TDK ADA WATER MAKS, TDK ADA EMBOS, BESOK LSIN LG FOTONYA BKN FOTO JKW, LAIN WAKTU BERUBAH LAGI IJAZAHNYA BARU DIBUAT DI THN 2000AN DST. TDK ADA KESUDAHANNYA... AKHIR DARI INI SEMUA TDK LAIN KECUALI DI PERSIDANGAN...",Negatif,Negatif,0.88
UgwVJIiKwRMR8-xvRMV4AaABAg,Negatif,kan ijazah nya sdh ditunjukan om hotman ko masih tanya ...,Negatif,Negatif,0.85
UgwkVw8cShIIeOWaMsx4AaABAg,Negatif,"Ijasah yang asli sudah terlihat dengan jelas... 
Berartikelanjutan dan proses berikut sudah tuntasss...",Negatif,Negatif,0.88
Ugwn4AyDCKkXaeNNP-l4AaABAg,Negatif,Meneliti ijazah fotocopy an 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Negatif,Negatif,0.65
Ugxpek9ECO904HIOon94AaABAg,Negatif,Ini..... jawaban yang tepat dari sebuah lembaga pendidikan yang kredibel di Indonesia yaitu UGM dimana perguruan tinggi negeri ini yang mengeluarkan ijazahnya Bapak Jokowi.....clear.,Negatif,Negatif,0.88
Ugy0fhvk6eU03_svrz54AaABAg,Negatif,"Menyimak wawancara ini, dah dijelaskan bhw jokowi mulai masuk UGM hingga wisuda. Dan data dah diserahkan pd penyidik. Dan dlm persidangannya ijasah dah ditunjukkan. Apkakah masih ada bantahan? 😂ambyar. Segera ketuk palu p hakim.",Negatif,Negatif,0.85
UgyMmiBMhZfBA8WLIr54AaABAg,Negatif,jelas sekali orang salah takut menghadapi sidang😂. bukan jokowi yg tkt sidang. kubu roy panci takuuutttttt😂,Negatif,Negatif,0.8
UgyPnIQjB4azk-TMhl94AaABAg,Negatif,"Cuma orang bodoh yang percaya klu ijazah pak jokowi palsu,, sudah jelas2 punya temen satu angkatan,, klu palsu dari awal nya aja pas jadi wali kota klu itu palsu mana mungkin. Dia bisa lolos,, kertas ijazah nya aja udah tua kok,,",Negatif,Negatif,0.92
UgyXbfsPmV8q0nrdV0l4AaABAg,Negatif,"pak jokowi itu pernah jd pengusaha,  walikota,pake logika lah,gk mungkin pula ijasah palsu.",Negatif,Negatif,0.9
Ugz9GWhsTkonHMylGe94AaABAg,Negatif,Lanjut terus kepengadilan penjarara sudah menunggumu rrt,Negatif,Negatif,0.75
Ugzodv4j85Y1EbCJIeZ4AaABAg,Negatif,Yang nuduh ijazah palsu malah ijazahnya dia sendiri yg palsu ternyata 😂 Simon namanya 😂,Negatif,Negatif,0.82
UgwGcbK4000FbLRUbU94AaABAg,Negatif,"Ini kelihatan si roy membenci p.jokowi iri atas prestasi p.jokowi ,ijasah palsu hanya jalan masuk mereka",Negatif,Negatif,0.8
UgwlTpP07RP73i6xxN94AaABAg,Negatif,"""lebih baik gua goreng polemik ijazah palsu gua  daripada kecium kasus korupsi gua""  😂😂😂😂",Negatif,Negatif,0.78
UgxDxtc93BZyPvcOP9p4AaABAg,Negatif,Yaa saya doakan roi suryo dan pengacaranya di hukum 30 thn,Negatif,Negatif,0.8
UgxF_tJRNm-yoyUeAuZ4AaABAg,Negatif,Disini saya yakin pak  yokowi  ijazah pasti  asli yang  sering membuat  berita bohong dan merusak nama orang harus tanggung jawab kalau buktinya bohong harus di penjahah lima tahun.,Negatif,Negatif,0.85
UgxvKllBXu1OKU4zquN4AaABAg,Negatif,"Katanya yakin ijazahnya palsu , tapi cari perlindungan sana sini 😂😂😂😂",Negatif,Negatif,0.78
UgyaKTIKVGpQMmPwb3R4AaABAg,Negatif,"Yg penting dapat sp3 egi ,dhl aman yg penting roy panci lanjut pengadilan  week",Negatif,Negatif,0.6
Ugz74TwYv4QCXv-HYRB4AaABAg,Negatif,"ILMUWAN acuan KELEDUNG2 : 1 DOKTER tdk ADA kerja/praktek, 1 pakar TELEMATIKA tdk TERSERTIFIKASI yang BOLAK-BALIK salah ANALISA dan 1 PAKAR IT lulusan JEPANG (katanya) yang ANALISA data ANALOG pakai ALAT DIGITAL. LALU dibumbui OLEH keledung2nya DENGAN bumbu2 DATA PALSU lainnya. 🫢😂😂",Negatif,Negatif,0.8
UgzZMp_b2HDXH5K_A5l4AaABAg,Negatif,Udah penjarakan rismon roi panci tifa  juga pengacara roi panci,Negatif,Negatif,0.82
Ugznmf8MPFDePaLTYG54AaABAg,Negatif,"Mantan peneliti panci kok meneliti ijazah potocopy yo hasilnya 99,9% palsu",Negatif,Negatif,0.75
Ugw5UlCUwO10FisW6854AaABAg,Negatif,"saya setuju dengan pak Jokowi nggak nunjukin ijasah emang mereka"" siapa kecuali klu lapor  dan di tanya penyidik tentang keaslian ijasahnya baru tunjukin orang tak punya hak untuk paksa liat dokumen pribadi orang lain klu tau orang lain pakai arsip ilegal tinggal lapor",Negatif,Negatif,0.78
UgwAuzmNMU4ltlLiEcV4AaABAg,Negatif,"Kmrn sdh yakin 99,9% ijzah palsu tpi koq ga berani ke persidangan, kalau yakin 99,9% artinya pasti menang klau dipersidangan, jgn2 ga yakin menang mkax ksna kmri cri jln kluar😂😂😂",Negatif,Negatif,0.8
UgwBi0xcv8k_MplARCV4AaABAg,Negatif,Roi itu bajingan,Negatif,Negatif,0.7
UgwC_BLIsDetN6ysaQx4AaABAg,Negatif,"Rakyat mana ..
Saya rakyay tdk mempernasalahkan ijasah pk jokowi .",Negatif,Negatif,0.5
UgwObfpVPax_nTb0xLt4AaABAg,Negatif,mampus makan kecap Suryo tifa rismun tuh apa kata pak sutejo,Negatif,Negatif,0.7
UgwRemDjE6mE4vmvjrt4AaABAg,Negatif,"Refly Harun harakiri dalam perkara ini ke MK. Cermati Ketua Panel YM Saldi Isra yg menggarisbawahi agar Refly menjelaskan siapa RRT dst. Rismon kesehariannya bukan dosen, bukan peneliti, bahkan titel Dr dari Yamaguchi itu bodong (siap meledak jadi perkara besar bagi Rismon), Roy juga bukan peneliti, dr Tifa juga bukan peneliti. Dari aspek ini kedudukan hukum ketiga prinsipalnya ini dan apa yg akan dielaborasi Refly dalam versi perbaikan akan jadi maju kena mundur kena, terutama bagi ketiga prinsipal. Karena apa yg disampaikan secara tertulis dalam sidang MK, akan jadi temuan. Fokus ke titel Doktornya Rismon, kaitannya dg Yamaguchi University, dst.",Negatif,Negatif,0.78
UgwXBEsA81ZcfujBHm14AaABAg,Negatif,IJAZAH NYA ASLI..  Orang nya yang palsu 😂😂,Negatif,Negatif,0.85
UgwZMPyxXF288ZVvtrl4AaABAg,Negatif,"kalau para setan yakin ijasah Jokowi palsu?, ngapain nyuruh Jokowi nunjukin ijasahnya?,kan lucu 😅😅😅😅",Negatif,Negatif,0.82
Ugw_TvAHyqzPhYaDgp14AaABAg,Negatif,"Setuju ibu, mantap sekali sudah mewakili saya rasanya saya mau cabik cabik itu tifa sama suryo",Negatif,Negatif,0.72
UgwqNP3dEeiJUSF_bl54AaABAg,Negatif,Hampir semua ijasah tdk ditunjukkan ke publik. Apakah itu semua palsu?,Negatif,Negatif,0.7
UgxAxHyVxW0wppygdXR4AaABAg,Negatif,Ijasah Jokowi yg di teliti Roy Suryo jelas palsu 1000persen.. wong yg di teliti foto kopi ijasah..  foto kopi kan palsu bukan asli😂😂😂😂😅😅😅😂😂,Negatif,Negatif,0.75
UgxDsUIJGVL6VuUF3l94AaABAg,Negatif,"Kasus ini mirip cucu palsu ....
Narasinya muter², padahal cukup tes DNA selesai ....
*Perbedaannya, kalau ijazah pak Jokowi jelas asli, kalau yg sebelah asli cucu palsu* 😅😅😅😅😅",Negatif,Negatif,0.85
UgxI3i6luEL-0vaOhuN4AaABAg,Negatif,"BIASA ROY PANCI MENTAL.P.RADEN
SEMUA HARUS NURUT APA KATA DIA...
DEMI UANG BOHIR.
KALAU PALSU YA HARUS PALSU...
UDAH NYOLONG DATA DIAN SANDI...SECARA DIAM DIAM
FOTO IJAZAH DARI DIAN SANDI LOH ""JAJARAN GENJANG""
KOK SAAT TERSEBAR DI MEDSOS JADI PRESISI,NO IJAZAHNYA DI TUTUP UNTUK ALIBI "" IJAZAH PALSU""
INILAH YG DI SEBUT MALING TERIAK MALING
ATAU MANIPULASI DATA
LIHAT DARI GAYA BICARA ( GESTURE TUBUH ) BANYAK BOHONGNYA ...JANGAN TERGODA PENAMPILAN ROY PANCI 😊",Negatif,Negatif,0.8
UgxQgHM3T-CnpEWlVMB4AaABAg,Negatif,Abah Sujiwo jebloskan aj Roy cs,Negatif,Negatif,0.78
UgxWXOGT4rvdoAUitf54AaABAg,Negatif,Sebagey ryat pa Wiwi udah menjabat wlikota persiden 2 peryode ko bisa di ktakan ijasah ny palsu dlu yng mengusung ny partey ma banteng gimana g msuk logika low palsu mah,Negatif,Negatif,0.85
Ugxn5T0Qm0J63SlqcFJ4AaABAg,Negatif,"Omong opo koe?penjarahkan Roy Rismon Tiva....
Kami Rakyat indonesia mendukung",Negatif,Negatif,0.8
UgxtVzHAg1zha2ay1uB4AaABAg,Negatif,"Gampang juga buktikan RS bohong, RS juga belum pernah lihat ijasah yg asli. Kok bisa bl ijasah palsu",Negatif,Negatif,0.8
UgxtWeVGyMqudGNh45J4AaABAg,Negatif,Kalau saya percsya asli karna pda waktu mendaftar walikota jokoei bukan siapa2 nga mkn ugm diam saja pada wakyu itu kalau jokowi memalsukan ijazah nalsr aja berapa jauh jogjs ugm semoga yg baca mikir,Negatif,Negatif,0.85
Ugxx8sMFuG31nDE0Tst4AaABAg,Negatif,"Ijazah dr palsu ijazahnya asli, kempuanya palsu cetek",Negatif,Negatif,0.78
Ugy00SVfYQ08N09lAPh4AaABAg,Negatif,"Ribet amat, mau tahu ijasah asli atau tidak tinggal tanya yg menerbitkan ijasah tsb, dalam hal ini UGM! Selesai . Kalau UGM bilang sah dan asli maka ijasah itu sah n asli di dukung dgn dokumen pendukungnya. Yg masih nyimak acara seperti ini sebaiknya berpikir jernih.",Negatif,Negatif,0.85
Ugy9S_-X8szd67XBxmt4AaABAg,Negatif,"Roy Suryo pasti kalahhh,,
Menang jokowi donggg,,",Negatif,Negatif,0.65
Ugyc8193PApYPRk4zdF4AaABAg,Negatif,Ijazah Pak Jokowidodo Dengan Kinerjany Tak Dicurigai Hanya Kosinuddin Yang Pembohong Dan Lainnya Aja Yang Pembohong Dan Bodh,Negatif,Negatif,0.78
Ugyo9JCgEn_Yr52Mhw14AaABAg,Negatif,"DOKTER TIFA, ANIES, DAN STRATEGI ""MEMBELAH BAMBU""
Belakangan ini, aksi Dokter Tifa yang gencar menyerang keluarga Jokowi (terutama soal isu ijazah dan silsilah) bukan sekadar kritik biasa. Jika kita bedah lebih dalam, ada pola politik yang terbaca jelas:
1. Kekecewaan yang Menjadi Obsesi
Berawal dari rasa ""dikhianati"" sebagai sesama alumni UGM, Dokter Tifa bertransformasi dari pendukung menjadi pengkritik garis keras. Namun, serangannya kini sudah masuk ke ranah personal (Anatomi wajah, silsilah keluarga) yang jauh dari koridor kritik kebijakan.
2. Anies Baswedan: Sosok di Balik Layar?
Dokter Tifa terang-terangan menyebut dirinya ""teman masa kecil"" Anies. Dukungannya bukan lagi rahasia. Dengan memposisikan Anies sebagai ""Abah"" yang sempurna, ia secara sistematis berusaha meruntuhkan legitimasi Jokowi dan Gibran untuk melapangkan jalan Anies di masa depan.
3. Strategi ""Pedagang Bermata Dua""
Gerakan ini sering membawa-bawa ""nama rakyat"", padahal kental dengan agenda politik kelompok. Ini adalah strategi Membelah Bambu: mengangkat satu pihak setinggi langit sambil menginjak pihak lain sedalam mungkin.
4. Mengapa Anies Diam?
Sikap diam Anies terhadap aksi radikal pendukungnya (seperti Dokter Tifa) adalah ""Silence as a Strategy"". Dengan diam, ia tetap tampil santun dan ""bersih"", sementara para pendukungnya di depan melakukan black campaign untuk menghancurkan karakter lawan.
5. Memanfaatkan Sisi Emosional
Strategi ini sukses karena menyasar masyarakat yang lebih mengedepankan emosi daripada logika. Isu personal seperti ijazah lebih laku dijual daripada debat program ekonomi yang membosankan.",Negatif,Negatif,0.7
Ugz9iqr66qRVR8Bcdgh4AaABAg,Negatif,Roy Suryo nantinya jadi tersangka terus akting pakai kursi roda...,Negatif,Negatif,0.7
UgzIWiwm_hVyjwR3ViN4AaABAg,Negatif,"Termul itu betul betul gak ngerti, siapa yg nuduh siapa membuktikan,,",Negatif,Negatif,0.55
UgzJ_2GjAR4qAjN4o5J4AaABAg,Negatif,Jangan jangan lembar pengujian skripsi dihilangkan seseorang untuk menguatkan tuduhan palsunya,Negatif,Negatif,0.65
UgzTDmGIUYWjvBSqY-F4AaABAg,Negatif,"Pak Jokowi lulus di zaman Pak Soeharto...emang ada yg berani memalsukan ijazah di zaman Pak Harto ? Sementara selesai kuliah, Pak Jokowi kerja di bumn.... logikanya kan begitu",Negatif,Negatif,0.85
UgzUuEN7U72Gg0ZbRf94AaABAg,Negatif,Sip Diana  ? Teros hajar roi Suryo cs,Negatif,Negatif,0.7
UgznmuSjLrMQRYmP9PF4AaABAg,Negatif,"Yg bela yg benar ktanya termol ,masak yg asli jadi palsu aneh !",Negatif,Negatif,0.8
UgzyFPMCvYxvbXE_rOd4AaABAg,Negatif,Panci kenthir,Negatif,Negatif,0.68
UgwEnq5cv4qTUqSEXI94AaABAg,Negatif,Roy paling GOBLLOKKK,Negatif,Negatif,0.68
UgwR2TEawYf6FqRW6tR4AaABAg,Negatif,Nanti seandainya ijazah terbukti asli mereka minta bukti celana dalam p jokowi waktu kuliah dulu untuk bukti kalau beliau pernah kuliah di ugm 😂😂😂,Negatif,Negatif,0.72
Ugwfl87_TU4AMaVTCLB4AaABAg,Negatif,"We goblok kalau memang kamu yaking 99,9 % ijasa Joko wi palsu kenapa minta masalah ini di hentikan.walaupung ada UU yg baru paham ingak Rafly.maju trus knapa takut seperti seperti tikus dgn kucing",Negatif,Negatif,0.78
UgyBXheBniDA0Mbf2iN4AaABAg,Negatif,"Roy Suryo muke nya garing . Kaya bo, ol PANCI",Negatif,Negatif,0.68
Ugz-ve-ExX-M6PfwUbN4AaABAg,Negatif,"susah susah susaaaaaah dah gini aja bung.. mauny situkan intiny ijazah pak'de jokowi itu palsu toh, jd mau pembuktian apapun todak mungkin benar dmata anda, mau dbandingan sm apapun tetap akan nantiny dsebut palsu... hahahaha",Negatif,Negatif,0.78
UgzuOqQlwkvWfxSCgFV4AaABAg,Negatif,Saya doakan Roy Suryo cs semoga berjalan lancar untuk menuju rumah tahanan amin,Negatif,Negatif,0.8
UgwINPglf71Sz1xrocB4AaABAg,Negatif,"Si Roy selalu berpendapat tanpa pernah melihat keaslian ijazah Pak Jokowi.
Urat lehernya hampir putus demi mempertahankan pendapat pribadinya. Payah.",Negatif,Negatif,0.8
UgwU04Zecz-Wyuwx_eh4AaABAg,Negatif,"Jokowi selama menjadi presiden memang sembrono dalam mengambil kebijakan.
Tapi saya yakin ijasah nya asli.
Kalau UGM di bayar atau di intervensi kesimpulannya adalah 
INDONESIA SUDAH KRISIS KEPERCAYAAN.",Negatif,Negatif,0.85
Ugwvo1tFI-B_pPfKMNJ4AaABAg,Negatif,Kuasa hukum pak jokowi memang top cer sekali bicara lngsung buat orang laen ketahuan bohong nya😂,Negatif,Negatif,0.78
Ugwx9Cen8JG6H-K1K4N4AaABAg,Negatif,Seumur hidup hukum lemah bila cuma 12 tahun dan Tutut ganti rugi pencemaran nama baik serta merugikan seluruh rakyat Indonesia di buat bohong,Negatif,Negatif,0.6
UgxAMNFEVROe20tRucd4AaABAg,Negatif,Lisannya si Roy ini buruk sekali... pantesnya dilakban 7 lapis..🤐,Negatif,Negatif,0.68
UgxTYX78sNVdkWgCPTx4AaABAg,Negatif,"Logikanya klo ijazahnya benar palsu kan mereka gk kena pasal2 itu, knp harus lari ke MK, bersrti mereka gk yakin ijazahnya palsu, pdhl sdh bilng 11 ribu trilyun persen palsu, 1000 persen palsu, jd diapa yg bodih di sini",Negatif,Negatif,0.78
UgxdTXZsbllMH6U5s3R4AaABAg,Negatif,"yg menghendaki kasus dihentikan sebenarnya kubu Jokowi apa kubu roy,s.kalo kubu roy s yg menghendaki dihentikan berarti jelas roy,s dalam posisi yg salah.ayo lanjut dipersidangan.",Negatif,Negatif,0.78
Ugxghx5KnDz_cdI2x7p4AaABAg,Negatif,"Kenapa kasus ijasah palsu di hentikan , klo sampe kasus ijasah palsu di hentikan hukum di ndonesia lemah bagi politik elit, klo bagi masyarakat kecil hukum nya di tegak kan , supaya tau mana yg di jolimi atau yg bohong , di mata rakyat indonesia baru tau ada mantan presiden di olok oloki sampai di tempat kuburan di sebut"" ,sy sebagai rakyat kecil merasa  mantan presiden di hina dan di olok oloki , presiden kita presiden indonesia sudah banyak pengabdian nya dan tidak korupsi , masa di hina begitu saja, apa hukum untuk orang orang elit kebal !?",Negatif,Negatif,0.75
UgxhrOiVQGZ_3P8wQ3N4AaABAg,Negatif,Roy Panci ...pendidikan tinggi tetapi kerdil cara  berpikir nya.....!!,Negatif,Negatif,0.68
UgxiyP31Z1Qrzi4lcrN4AaABAg,Negatif,P.jokowi politikus tingkat dewa?Krn dngn mnunjukan ijasah di pengadilan maka kdpanya biar masing2 pejabat negara sprt anggota dewan bnr2pny ijasah ga cm modal ijasah omon2aja.manta p.jokowi👍.,Negatif,Negatif,0.7
